Algorithm	Implementation	Iteration	Time	Cycles	Instructions	Stall.SB	Stall.LB	Loads.Dispatched	Stores.Dispatched	Stall.LDQ	Branches	Mispredictions	Vertices	Edges
BFS/TD	Branch-avoiding	21	1561411	5498792	2117783	490	0	409756	359373	0	189834	11533	11440	166945
BFS/TD	Branch-avoiding	22	1802501	6263356	2387338	1318	0	460631	405174	0	213951	12951	12857	188227
BFS/TD	Branch-avoiding	23	1979224	6955857	2683595	1176	0	519241	456528	0	240443	14529	14404	211626
BFS/TD	Branch-avoiding	24	2151671	7568331	2958260	520	0	571746	503937	0	264889	15864	15738	233403
BFS/TD	Branch-avoiding	25	2355633	8325454	3247507	836	0	628496	553728	0	290862	17577	17340	256172
BFS/TD	Branch-avoiding	26	2546796	8953316	3524974	431	0	681773	599985	0	315676	19054	18791	278085
BFS/TD	Branch-avoiding	27	2671941	9373555	3773822	1343	0	728157	642754	0	337728	20173	19917	297884
BFS/TD	Branch-avoiding	28	2747754	9737515	3969341	1287	0	766829	676319	0	355139	21113	20875	313379
BFS/TD	Branch-avoiding	29	2790319	9817972	4042620	1473	0	780952	690205	0	361759	21541	21316	319118
BFS/TD	Branch-avoiding	30	2750258	9667961	4004648	2190	0	775452	682818	0	358458	21417	21198	316052
BFS/TD	Branch-avoiding	31	2672645	9411460	3935677	1266	0	760907	671324	0	352252	21004	20805	310632
BFS/TD	Branch-avoiding	32	2525570	8860556	3766724	1654	0	728695	643450	0	337027	20077	19824	297370
BFS/TD	Branch-avoiding	33	2353253	8264662	3549814	1675	0	686080	606231	0	317705	18959	18755	280185
BFS/TD	Branch-avoiding	34	2148737	7561918	3265599	1874	0	631771	557841	0	292357	17469	17330	257688
BFS/TD	Branch-avoiding	35	1938320	6798647	2992746	1864	0	579270	510932	0	267911	16065	15865	236171
BFS/TD	Branch-avoiding	36	1770367	6232457	2813157	1323	0	544634	481191	0	251703	14966	14801	222092
BFS/TD	Branch-avoiding	37	1593648	5619327	2572400	1098	0	497770	439545	0	230263	13742	13620	203013
BFS/TD	Branch-avoiding	38	1458502	5123832	2324223	929	0	450339	397400	0	208141	12520	12386	183360
BFS/TD	Branch-avoiding	39	1337261	4719464	2150199	1131	0	417289	367960	0	192715	11703	11594	169518
BFS/TD	Branch-avoiding	40	1186174	4161774	1919660	1350	0	371609	328767	0	171997	10402	10302	151383
BFS/TD	Branch-avoiding	41	1076640	3779310	1749255	626	0	339750	299343	0	156818	9549	9464	137881
BFS/TD	Branch-avoiding	42	938698	3308916	1558009	1135	0	302221	266556	0	139755	8579	8499	122748
BFS/TD	Branch-avoiding	43	828663	2915460	1394639	674	0	270174	238439	0	125064	7644	7576	109903
BFS/TD	Branch-avoiding	44	735678	2593446	1258791	681	0	243973	215269	0	112937	6945	6884	99159
BFS/TD	Branch-avoiding	45	616000	2157698	1080926	511	0	209073	184584	0	96939	5923	5877	85176
BFS/TD	Branch-avoiding	46	498354	1751275	888123	479	0	171499	151316	0	79604	4829	4790	70015
BFS/TD	Branch-avoiding	47	410585	1437526	755439	476	0	146006	128907	0	67742	4140	4100	59533
BFS/TD	Branch-avoiding	48	328652	1156437	623525	624	0	120361	106470	0	55887	3396	3361	49156
BFS/TD	Branch-avoiding	49	238695	835993	470021	526	0	91117	80121	0	42164	2587	2563	37029
BFS/TD	Branch-avoiding	50	149597	529255	297003	191	0	57460	50777	0	26662	1653	1634	23385
BFS/TD	Branch-avoiding	51	92356	329248	186071	293	0	36087	31931	0	16706	1041	1024	14649
BFS/TD	Branch-avoiding	52	41958	146753	89107	0	0	17370	15152	0	8019	514	504	7002
BFS/TD	Branch-avoiding	53	12135	42029	24189	0	0	4772	4133	0	2181	140	137	1898
BFS/TD	Branch-avoiding	54	1151	4039	2779	0	0	574	487	0	258	21	18	213
