Algorithm	Implementation	Iteration	Time	Cycles	Instructions	Stall.SB	Stall.LB	Loads.Dispatched	Stores.Dispatched	Stall.LDQ	Branches	Mispredictions	Vertices	Edges
BFS/TD	Branch-avoiding	7	575104	2033041	3926701	2273	0	673310	657709	0	331833	3948	3945	323934
BFS/TD	Branch-avoiding	8	707001	2506395	4801315	3020	0	823068	803962	0	405772	4851	4848	396066
BFS/TD	Branch-avoiding	9	830936	2964867	5599411	2479	0	959710	937830	0	473175	5619	5616	461934
BFS/TD	Branch-avoiding	10	971641	3422850	6527672	3773	0	1118833	1093449	0	551601	6539	6534	538524
BFS/TD	Branch-avoiding	11	1183297	4105608	7827103	5112	0	1341405	1311074	0	661350	7792	7788	645765
BFS/TD	Branch-avoiding	12	1383600	4868091	9307333	4035	0	1594638	1558951	0	786415	9258	9255	767895
BFS/TD	Branch-avoiding	13	1614452	5671478	10853144	5608	0	1859972	1817945	0	916929	10715	10710	895500
BFS/TD	Branch-avoiding	14	1952822	6795572	12935875	7880	0	2216093	2166300	0	1092913	12790	12786	1067331
BFS/TD	Branch-avoiding	15	2274887	8058802	15220454	7943	0	2607100	2549587	0	1285782	14924	14919	1255935
BFS/TD	Branch-avoiding	16	2753357	9641856	18193813	9275	0	3117060	3047699	0	1537021	17887	17883	1501245
BFS/TD	Branch-avoiding	17	3215491	11256704	21081116	10418	0	3611187	3530784	0	1780951	20735	20730	1739481
BFS/TD	Branch-avoiding	18	3666277	12899596	23948384	11813	0	4102220	4010637	0	2023180	23556	23550	1976070
BFS/TD	Branch-avoiding	19	4230804	14882173	27327110	12774	0	4680693	4576426	0	2308615	26877	26871	2254863
BFS/TD	Branch-avoiding	20	4853389	17034299	30855020	19324	0	5285492	5167627	0	2606776	30450	30444	2545878
BFS/TD	Branch-avoiding	21	5428017	19060550	34182537	24612	0	5853782	5724074	0	2887639	33511	33504	2820621
BFS/TD	Branch-avoiding	22	6041926	21232190	38110280	16452	0	6530252	6382411	0	3220118	37938	37932	3144243
BFS/TD	Branch-avoiding	23	6332855	22200684	39707991	19246	0	6801115	6649000	0	3354859	39310	39303	3276243
BFS/TD	Branch-avoiding	24	6821450	23959024	42714872	19568	0	7317966	7152865	0	3609182	42523	42516	3524139
BFS/TD	Branch-avoiding	25	7233121	25380591	45022071	23496	0	7714492	7539603	0	3804350	45009	45003	3714333
BFS/TD	Branch-avoiding	26	7477979	26285263	46347099	20561	0	7943511	7761885	0	3916673	46644	46635	3823392
BFS/TD	Branch-avoiding	27	7753480	27222096	48313293	23460	0	8281822	8090707	0	4083074	48829	48822	3985419
BFS/TD	Branch-avoiding	28	7304870	25637747	45792429	22627	0	7857982	7670121	0	3871699	47713	47706	3776277
BFS/TD	Branch-avoiding	29	6066510	21329549	38231630	16808	0	6558219	6403617	0	3232082	39526	39519	3153033
BFS/TD	Branch-avoiding	30	5196766	18214764	32750817	14305	0	5619254	5485926	0	2768938	34032	34026	2700876
BFS/TD	Branch-avoiding	31	4594383	16120026	29128982	12323	0	4997735	4879377	0	2462614	30171	30165	2402274
BFS/TD	Branch-avoiding	32	4171961	14658780	26638220	11358	0	4570190	4462244	0	2251939	27504	27498	2196933
BFS/TD	Branch-avoiding	33	3902610	13698621	24991880	11680	0	4289467	4186951	0	2112973	25986	25980	2061003
BFS/TD	Branch-avoiding	34	3522826	12380322	22732040	12484	0	3902781	3808828	0	1922098	23796	23790	1874508
BFS/TD	Branch-avoiding	35	3088849	10859795	20018036	8286	0	3435764	3354060	0	1692382	20754	20748	1650876
BFS/TD	Branch-avoiding	36	2830230	9926700	18398539	6829	0	3158599	3082970	0	1555555	19150	19146	1517253
BFS/TD	Branch-avoiding	37	2528594	8884810	16550816	7315	0	2841909	2772992	0	1399407	17291	17286	1364826
BFS/TD	Branch-avoiding	38	2294656	8084828	15056215	7799	0	2583689	2522511	0	1272835	15558	15552	1241721
BFS/TD	Branch-avoiding	39	2319863	8142198	15214562	6393	0	2610223	2548959	0	1286020	15547	15543	1254924
BFS/TD	Branch-avoiding	40	2331121	8204371	15340976	8056	0	2631737	2570313	0	1296711	15683	15678	1265346
BFS/TD	Branch-avoiding	41	2337005	8197188	15289609	6803	0	2623876	2561678	0	1292470	15715	15711	1261038
BFS/TD	Branch-avoiding	42	2217197	7766723	14587070	5215	0	2504671	2444299	0	1233420	15284	15279	1202853
BFS/TD	Branch-avoiding	43	1925336	6766898	12681199	4624	0	2176652	2124826	0	1072138	13174	13170	1045788
BFS/TD	Branch-avoiding	44	1782145	6233616	11703230	7064	0	2009327	1961256	0	989460	12164	12159	965133
BFS/TD	Branch-avoiding	45	1538052	5416797	10233007	3514	0	1757864	1714564	0	865504	10930	10926	843642
BFS/TD	Branch-avoiding	46	1148316	4074137	7592923	3452	0	1303401	1272154	0	642045	7971	7968	626100
BFS/TD	Branch-avoiding	47	1060883	3757205	7074350	2490	0	1213625	1184814	0	598050	7304	7299	583443
BFS/TD	Branch-avoiding	48	988976	3464242	6576367	2283	0	1128846	1101795	0	556044	6868	6864	542307
BFS/TD	Branch-avoiding	49	871695	3083041	5828995	3323	0	1000118	976503	0	492826	6063	6060	480696
BFS/TD	Branch-avoiding	50	770640	2720092	5187811	2074	0	890115	869050	0	438567	5355	5352	427854
BFS/TD	Branch-avoiding	51	710856	2501664	4817666	1675	0	826859	806981	0	407361	5048	5043	397266
BFS/TD	Branch-avoiding	52	581868	2049624	4002511	1961	0	687042	670240	0	338469	4222	4218	330024
BFS/TD	Branch-avoiding	53	374885	1295252	2569537	100	0	443181	430573	0	217749	3102	3099	211542
BFS/TD	Branch-avoiding	54	42142	148372	303883	0	0	52733	50952	0	25812	417	414	24975
